datetime_utc,ground_station,range
2020-01-01 14:56:00,Australia,2616415.887627763
2020-01-01 15:09:00,Antarctica,2568896.410761909
2020-01-01 15:09:30,Antarctica,2360880.1742781163
2020-01-01 15:10:00,Antarctica,2153819.9725825167
2020-01-01 15:10:30,Antarctica,1948286.2172707722
2020-01-01 15:11:00,Antarctica,1745086.114529545
2020-01-01 15:11:30,Antarctica,1545410.1449468592
2020-01-01 15:12:00,Antarctica,1351092.5409466242
2020-01-01 15:12:30,Antarctica,1165087.791251942
2020-01-01 15:13:00,Antarctica,992347.4208763742
2020-01-01 15:13:30,Antarctica,841334.9229601375
2020-01-01 15:14:00,Antarctica,725960.9741332752
2020-01-01 15:14:30,Antarctica,665197.1198433519
2020-01-01 15:15:00,Antarctica,674056.6653922808
2020-01-01 15:15:30,Antarctica,750075.5236356519
2020-01-01 15:16:00,Antarctica,875878.5878781473
2020-01-01 15:16:30,Antarctica,1033339.8133032066
2020-01-01 15:17:00,Antarctica,1210033.4525915305
2020-01-01 15:17:30,Antarctica,1398539.2504561585
2020-01-01 15:18:00,Antarctica,1594509.1123988775
2020-01-01 15:18:30,Antarctica,1795325.482413935
2020-01-01 15:19:00,Antarctica,1999345.41718782
2020-01-01 15:19:30,Argentina,2590135.8805498825
2020-01-01 15:20:00,Argentina,2453576.2234024755
2020-01-01 15:20:30,Antarctica,2621413.0672665974
2020-01-01 15:21:00,Argentina,2219173.928351494
2020-01-01 15:21:30,Argentina,2125866.2218379793
2020-01-01 15:22:00,Argentina,2051647.6481665445
2020-01-01 15:22:30,Argentina,1998716.861787984
2020-01-01 15:23:00,Argentina,1968835.905732189
2020-01-01 15:23:30,Argentina,1963074.293634358
2020-01-01 15:24:00,Argentina,1981630.9823314247
2020-01-01 15:24:30,Argentina,2023798.4128318762
2020-01-01 15:25:00,Argentina,2088083.280118735
2020-01-01 15:25:30,Argentina,2172436.944141424
2020-01-01 15:26:00,Argentina,2274521.5240344624
2020-01-01 15:26:30,Argentina,2391944.377354582
2020-01-01 15:27:00,Argentina,2522425.9282013215
2020-01-01 15:27:30,Argentina,2663896.897786459
2020-01-01 15:56:00,Svalbard,2621104.713285462
2020-01-01 15:56:30,Svalbard,2512908.678715313
2020-01-01 15:57:00,Svalbard,2417735.653126417
2020-01-01 15:57:30,Svalbard,2337286.795076447
2020-01-01 15:58:00,Svalbard,2273218.8979933257
2020-01-01 15:58:30,Svalbard,2227020.712104428
2020-01-01 15:59:00,Svalbard,2199873.043212235
2020-01-01 15:59:30,Svalbard,2192517.643024971
2020-01-01 16:00:00,Svalbard,2205165.5510766376
2020-01-01 16:00:30,Svalbard,2237469.8477539863
2020-01-01 16:01:00,Svalbard,2288570.7392271226
2020-01-01 16:01:30,Svalbard,2357199.95595939
2020-01-01 16:02:00,Svalbard,2441816.8490764447
2020-01-01 16:02:30,Svalbard,2540746.0499028102
2020-01-01 16:03:00,Svalbard,2652294.2944854097
2020-01-01 16:43:30,Antarctica,2579450.310417827
