datetime_utc,ground_station,range
2020-01-01 11:44:00,Australia,2277098.3852443844
2020-01-01 11:44:30,Australia,2209575.3278819397
2020-01-01 11:45:00,Australia,2162349.515773773
2020-01-01 11:45:30,Australia,2136172.650509398
2020-01-01 11:46:00,Australia,2132688.674776046
2020-01-01 11:46:30,Australia,2151050.626574268
2020-01-01 11:47:00,Australia,2191169.249356433
2020-01-01 11:47:30,Australia,2251902.057132735
2020-01-01 11:48:00,Australia,2331698.081940878
2020-01-01 11:48:30,Australia,2428491.0910818507
2020-01-01 11:49:00,Australia,2540266.428875214
2020-01-01 11:49:30,Australia,2664582.8942823475
2020-01-01 11:59:30,Antarctica,2642777.3760722494
2020-01-01 12:00:00,Antarctica,2511190.385233874
2020-01-01 12:00:30,Antarctica,2390567.858061281
2020-01-01 12:01:00,Antarctica,2282706.5718003577
2020-01-01 12:01:30,Antarctica,2189732.1172453677
2020-01-01 12:02:00,Antarctica,2114037.7845445345
2020-01-01 12:02:30,Antarctica,2057196.660853875
2020-01-01 12:03:00,Antarctica,2020591.5978499374
2020-01-01 12:03:30,Antarctica,2005879.4945938871
2020-01-01 12:04:00,Antarctica,2013657.2700712322
2020-01-01 12:04:30,Antarctica,2043192.6033647745
2020-01-01 12:05:00,Antarctica,2093998.5214125006
2020-01-01 12:05:30,Antarctica,2164192.3634857805
2020-01-01 12:06:00,Antarctica,2252198.1631812663
2020-01-01 12:06:30,Antarctica,2355653.8534310064
2020-01-01 12:07:00,Antarctica,2472726.3822908336
2020-01-01 12:07:30,Antarctica,2601388.806631299
2020-01-01 12:13:00,Argentina,2649277.717657108
2020-01-01 12:13:30,Argentina,2604174.1054985984
2020-01-01 12:14:00,Argentina,2575428.3503002794
2020-01-01 12:14:30,Argentina,2563536.791255418
2020-01-01 12:15:00,Argentina,2568739.0684007225
2020-01-01 12:15:30,Argentina,2591144.037783764
2020-01-01 12:16:00,Argentina,2629773.651873734
2020-01-01 12:42:30,Svalbard,2637461.630342162
2020-01-01 12:43:00,Svalbard,2529343.9334514835
2020-01-01 12:43:30,Svalbard,2434186.909618207
2020-01-01 12:44:00,Svalbard,2353767.4014051836
2020-01-01 12:44:30,Svalbard,2289468.5453890995
2020-01-01 12:45:00,Svalbard,2243065.0764265987
2020-01-01 12:45:30,Svalbard,2215351.4082497666
2020-01-01 12:46:00,Svalbard,2207284.0348963533
2020-01-01 12:46:30,Svalbard,2219274.3664428852
2020-01-01 12:47:00,Svalbard,2250460.100809262
2020-01-01 12:47:30,Svalbard,2300811.193929923
2020-01-01 12:48:00,Svalbard,2368261.4999838043
2020-01-01 12:48:30,Svalbard,2451493.090212051
2020-01-01 12:49:00,Svalbard,2549320.1841734815
2020-01-01 12:49:30,Svalbard,2659454.4644383816
2020-01-01 13:14:00,Australia,2512366.081043159
2020-01-01 13:14:30,Australia,2300640.086710461
2020-01-01 13:15:00,Australia,2089563.8986804849
2020-01-01 13:15:30,Australia,1879138.4538798516
2020-01-01 13:16:00,Australia,1670950.9873447157
2020-01-01 13:16:30,Australia,1465401.01588579
2020-01-01 13:17:00,Australia,1264496.550817117
2020-01-01 13:17:30,Australia,1070741.217357984
2020-01-01 13:18:00,Australia,889435.826666296
2020-01-01 13:18:30,Australia,730285.7718631466
2020-01-01 13:19:00,Australia,610623.0646100962
2020-01-01 13:19:30,Australia,556867.116232765
2020-01-01 13:20:00,Australia,587672.0646397459
2020-01-01 13:20:30,Australia,691493.1222010674
2020-01-01 13:21:00,Australia,841625.0021184173
2020-01-01 13:21:30,Australia,1017620.0683659061
2020-01-01 13:22:00,Australia,1208312.7589061994
2020-01-01 13:22:30,Australia,1407349.084582514
2020-01-01 13:23:00,Australia,1611303.4055451106
2020-01-01 13:23:30,Australia,1818683.1361307686
2020-01-01 13:24:00,Australia,2028073.8048045638
2020-01-01 13:24:30,Australia,2238515.173206708
2020-01-01 13:25:00,Australia,2449699.8974499917
2020-01-01 13:25:30,Australia,2661438.588310643
2020-01-01 13:34:00,Antarctica,2700626.5996121974
2020-01-01 13:34:30,Antarctica,2515790.398389364
2020-01-01 13:35:00,Antarctica,2334901.981768018
2020-01-01 13:35:30,Antarctica,2159930.3623456703
2020-01-01 13:36:00,Antarctica,1991955.5414548537
2020-01-01 13:36:30,Antarctica,1833689.9654013524
2020-01-01 13:37:00,Antarctica,1687420.2600475107
2020-01-01 13:37:30,Antarctica,1557449.6112520448
2020-01-01 13:38:00,Antarctica,1447794.2107895387
2020-01-01 13:38:30,Antarctica,1363529.8094630996
2020-01-01 13:39:00,Antarctica,1310123.5538991436
2020-01-01 13:39:30,Antarctica,1291037.5358343474
2020-01-01 13:40:00,Antarctica,1307748.6151510414
2020-01-01 13:40:30,Antarctica,1359340.8844242669
2020-01-01 13:41:00,Antarctica,1441909.836737069
2020-01-01 13:41:30,Antarctica,1550234.0932644298
2020-01-01 13:42:00,Antarctica,1679342.0176177027
2020-01-01 13:42:30,Antarctica,1824976.5573245212
2020-01-01 13:43:00,Antarctica,1982946.5218272419
2020-01-01 13:43:30,Antarctica,2150638.4479562934
2020-01-01 13:44:00,Argentina,2513988.8499519485
2020-01-01 13:44:30,Antarctica,2506406.452128687
2020-01-01 13:45:00,Antarctica,2691587.112097421
2020-01-01 13:45:30,Argentina,1887652.5276663164
2020-01-01 13:46:00,Argentina,1682052.9251749418
2020-01-01 13:46:30,Argentina,1479739.4234795095
2020-01-01 13:47:00,Argentina,1282626.4741153484
2020-01-01 13:47:30,Argentina,1093754.175423603
2020-01-01 13:48:00,Argentina,918344.6437243624
2020-01-01 13:48:30,Argentina,766172.0212481079
2020-01-01 13:49:00,Argentina,653558.5302779776
2020-01-01 13:49:30,Argentina,604066.8452527332
2020-01-01 13:50:00,Argentina,632102.8597627498
2020-01-01 13:50:30,Argentina,728735.7120417038
2020-01-01 13:51:00,Argentina,871781.3291183444
2020-01-01 13:51:30,Argentina,1042013.3173593616
2020-01-01 13:52:00,Argentina,1227792.8834176636
2020-01-01 13:52:30,Argentina,1423304.8970061126
2020-01-01 13:53:00,Argentina,1624883.5208013155
2020-01-01 13:53:30,Argentina,1829818.095516995
2020-01-01 13:54:00,Argentina,2037111.1371077388
2020-01-01 13:54:30,Argentina,2246563.3469827776
2020-01-01 13:55:00,Argentina,2456392.8087421223
2020-01-01 13:55:30,Argentina,2667003.3726009354
2020-01-01 14:19:30,Svalbard,2676705.8689690707
2020-01-01 14:20:00,Svalbard,2579594.559352374
2020-01-01 14:20:30,Svalbard,2495909.2144269994
2020-01-01 14:21:00,Svalbard,2427297.3530328055
2020-01-01 14:21:30,Svalbard,2374961.9933991614
2020-01-01 14:22:00,Svalbard,2340134.712238924
2020-01-01 14:22:30,Svalbard,2323502.9447040027
2020-01-01 14:23:00,Svalbard,2325332.5617828895
2020-01-01 14:23:30,Svalbard,2345930.8786885217
2020-01-01 14:24:00,Svalbard,2384741.0071368865
2020-01-01 14:24:30,Svalbard,2440643.8020754172
2020-01-01 14:25:00,Svalbard,2512392.259065403
2020-01-01 14:25:30,Svalbard,2598900.2067287406
2020-01-01 14:26:00,Svalbard,2698553.8222490223
2020-01-01 14:53:00,Australia,2602574.356205084
2020-01-01 14:53:30,Australia,2561967.7813374796
2020-01-01 14:54:00,Australia,2538079.9404667406
2020-01-01 14:54:30,Australia,2531868.6697879676
2020-01-01 14:55:00,Australia,2542960.2212131447
2020-01-01 14:55:30,Australia,2571468.078735185
2020-01-01 14:56:00,Australia,2616329.3872185904
2020-01-01 15:09:00,Antarctica,2569022.3927567215
2020-01-01 15:09:30,Antarctica,2360940.4656827217
2020-01-01 15:10:00,Antarctica,2154061.7229946107
2020-01-01 15:10:30,Antarctica,1948331.3130608033
2020-01-01 15:11:00,Antarctica,1745240.4677181954
2020-01-01 15:11:30,Antarctica,1545493.0394895324
2020-01-01 15:12:00,Antarctica,1351359.7892204546
2020-01-01 15:12:30,Antarctica,1165268.4355648498
2020-01-01 15:13:00,Antarctica,992505.7205035341
2020-01-01 15:13:30,Antarctica,841461.2333380292
2020-01-01 15:14:00,Antarctica,726072.5194792021
2020-01-01 15:14:30,Antarctica,665106.6298047366
2020-01-01 15:15:00,Antarctica,673897.0199905853
2020-01-01 15:15:30,Antarctica,749853.2582379571
2020-01-01 15:16:00,Antarctica,875709.7886327486
2020-01-01 15:16:30,Antarctica,1033271.7099106928
2020-01-01 15:17:00,Antarctica,1209941.6750542189
2020-01-01 15:17:30,Antarctica,1398478.662638209
2020-01-01 15:18:00,Antarctica,1594298.673880875
2020-01-01 15:18:30,Antarctica,1795179.5380447777
2020-01-01 15:19:00,Antarctica,1999131.8748978896
2020-01-01 15:19:30,Argentina,2590290.922154403
2020-01-01 15:20:00,Argentina,2453672.6307120672
2020-01-01 15:20:30,Antarctica,2621354.067856913
2020-01-01 15:21:00,Argentina,2219277.9551324733
2020-01-01 15:21:30,Argentina,2126011.283398842
2020-01-01 15:22:00,Argentina,2051593.589952686
2020-01-01 15:22:30,Argentina,1998802.2723358239
2020-01-01 15:23:00,Argentina,1968885.4686175748
2020-01-01 15:23:30,Argentina,1963165.2051308232
2020-01-01 15:24:00,Argentina,1981660.0587505633
2020-01-01 15:24:30,Argentina,2023874.3242669457
2020-01-01 15:25:00,Argentina,2087960.2462430543
2020-01-01 15:25:30,Argentina,2172350.151859326
2020-01-01 15:26:00,Argentina,2274604.170564394
2020-01-01 15:26:30,Argentina,2392162.9588798643
2020-01-01 15:27:00,Argentina,2522360.708484236
2020-01-01 15:27:30,Argentina,2664005.7157426616
2020-01-01 15:56:00,Svalbard,2621137.9304873007
2020-01-01 15:56:30,Svalbard,2513001.512371167
2020-01-01 15:57:00,Svalbard,2417842.2165523125
2020-01-01 15:57:30,Svalbard,2337178.6256506257
2020-01-01 15:58:00,Svalbard,2273229.2527923146
2020-01-01 15:58:30,Svalbard,2227081.302262319
2020-01-01 15:59:00,Svalbard,2199777.962268171
2020-01-01 15:59:30,Svalbard,2192429.420599499
2020-01-01 16:00:00,Svalbard,2204987.6550510116
2020-01-01 16:00:30,Svalbard,2237422.678441336
2020-01-01 16:01:00,Svalbard,2288689.0531187416
2020-01-01 16:01:30,Svalbard,2357039.5168474657
2020-01-01 16:02:00,Svalbard,2441810.008259335
2020-01-01 16:02:30,Svalbard,2540701.971641809
2020-01-01 16:03:00,Svalbard,2652229.6013809983
2020-01-01 16:43:30,Antarctica,2579548.4964905176
2020-01-01 16:44:00,Antarctica,2369883.5201558233
2020-01-01 16:44:30,Antarctica,2161064.241888264
2020-01-01 16:45:00,Antarctica,1953443.5575546206
2020-01-01 16:45:30,Antarctica,1748143.630142657
2020-01-01 16:46:00,Antarctica,1546139.0681867485
2020-01-01 16:46:30,Antarctica,1349850.965423012
2020-01-01 16:47:00,Antarctica,1161319.0299270514
2020-01-01 16:47:30,Antarctica,986101.430593742
2020-01-01 16:48:00,Antarctica,832515.9238007645
2020-01-01 16:48:30,Antarctica,714957.7344264782
2020-01-01 16:49:00,Antarctica,653071.0227248159
2020-01-01 16:49:30,Antarctica,663247.8566236307
2020-01-01 16:50:00,Antarctica,742395.633864171
2020-01-01 16:50:30,Antarctica,871929.8345158314
2020-01-01 16:51:00,Antarctica,1032447.1729924058
2020-01-01 16:51:30,Antarctica,1211933.0281663057
2020-01-01 16:52:00,Antarctica,1403167.5860529325
2020-01-01 16:52:30,Antarctica,1601470.991158397
2020-01-01 16:53:00,Antarctica,1804368.2639187218
2020-01-01 16:53:30,Antarctica,2010367.7136549072
2020-01-01 16:54:00,Antarctica,2218258.414839505
2020-01-01 16:54:30,Antarctica,2427292.4272818803
2020-01-01 16:55:00,Antarctica,2637397.9437314873
2020-01-01 17:31:30,Svalbard,2614689.6068385392
2020-01-01 17:32:00,Svalbard,2470644.8613997935
2020-01-01 17:32:30,Svalbard,2336176.2769764415
2020-01-01 17:33:00,Svalbard,2213601.641180211
2020-01-01 17:33:30,Svalbard,2104721.938610093
2020-01-01 17:34:00,Svalbard,2012206.2668270532
2020-01-01 17:34:30,Svalbard,1938530.9521983378
2020-01-01 17:35:00,Svalbard,1885808.7589598806
2020-01-01 17:35:30,Svalbard,1855697.737181712
2020-01-01 17:36:00,Svalbard,1849951.6575509068
2020-01-01 17:36:30,Svalbard,1868249.075091856
2020-01-01 17:37:00,Svalbard,1910250.8307863341
2020-01-01 17:37:30,Svalbard,1974357.7449049212
2020-01-01 17:38:00,Svalbard,2058206.536414512
2020-01-01 17:38:30,Svalbard,2159698.942838621
2020-01-01 17:39:00,Svalbard,2276294.044659204
2020-01-01 17:39:30,Svalbard,2405500.3598077614
2020-01-01 17:40:00,Svalbard,2545415.4027654715
2020-01-01 17:40:30,Svalbard,2694481.1528966865
2020-01-01 18:17:30,Antarctica,2680040.4918985115
2020-01-01 18:18:00,Antarctica,2480076.8610771354
